v1,v2,v3,v4,v5,v6
ATN,DeN,annotation,KRID,KRID(id):(A-tagx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,DeN,annotation,POSITION,8,
ATN,DeN,annotation,POSITION,3,
ATN,DeN,schema,KRID,KRID(name):(xxschema)::-:!!0!!0:-::-:,
ATN,DeN,schema,POSITION,2,
ATN,FILE,t1.xsd,KRID,KRID(id):(x0x5)::-:!!0!!KRID(id):(sx0)::-:!!0!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,FILE,t1.xsd,KRID,KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,FILE,t1.xsd,KRID,KRID(id):(d-schema)::-:!!0!!KRID(id):(a-schema)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-:this is a simpler xtag xsd:-:,
ATN,FILE,t1.xsd,KRID,KRID(name):(xxschema)::-:!!0!!0:-::-:,
ATN,FILE,t1.xsd,KRID,KRID(id):(D-tagx0)::-:!!0!!KRID(id):(A-tagx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-:this is the beginning tag:-:,
ATN,FILE,t1.xsd,KRID,KRID(id):(sx0)::-:!!0!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,FILE,t1.xsd,KRID,KRID(DeN):(elementname)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-:tagx0:-:,
ATN,FILE,t1.xsd,KRID,KRID(id):(x0x1)::-:!!0!!KRID(id):(sx0)::-:!!0!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,FILE,t1.xsd,KRID,KRID(id):(a-schema)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,FILE,t1.xsd,KRID,KRID(id):(A-tagx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,FILE,t1.xsd,KRID,KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,peer,,KRID,KRID(id):(x0x5)::-:!!0!!KRID(id):(sx0)::-:!!0!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,peer,,KRID,KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,peer,,KRID,KRID(id):(d-schema)::-:!!0!!KRID(id):(a-schema)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-:this is a simpler xtag xsd:-:,
ATN,peer,,KRID,KRID(name):(xxschema)::-:!!0!!0:-::-:,
ATN,peer,,KRID,KRID(id):(D-tagx0)::-:!!0!!KRID(id):(A-tagx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-:this is the beginning tag:-:,
ATN,peer,,KRID,KRID(id):(sx0)::-:!!0!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,peer,,KRID,KRID(DeN):(elementname)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-:tagx0:-:,
ATN,peer,,KRID,KRID(id):(x0x1)::-:!!0!!KRID(id):(sx0)::-:!!0!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,peer,,KRID,KRID(id):(a-schema)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,peer,,KRID,KRID(id):(A-tagx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,peer,,KRID,KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,position,13,KRID,KRID(id):(sx0)::-:!!0!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,position,12,KRID,KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,position,15,KRID,KRID(id):(x0x5)::-:!!0!!KRID(id):(sx0)::-:!!0!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,position,14,KRID,KRID(id):(x0x1)::-:!!0!!KRID(id):(sx0)::-:!!0!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,position,18,KRID,KRID(DeN):(elementname)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-:tagx0:-:,
ATN,position,3,KRID,KRID(id):(a-schema)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,position,2,KRID,KRID(name):(xxschema)::-:!!0!!0:-::-:,
ATN,position,4,KRID,KRID(id):(d-schema)::-:!!0!!KRID(id):(a-schema)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-:this is a simpler xtag xsd:-:,
ATN,position,7,KRID,KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,position,9,KRID,KRID(id):(D-tagx0)::-:!!0!!KRID(id):(A-tagx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-:this is the beginning tag:-:,
ATN,position,8,KRID,KRID(id):(A-tagx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,ref,tagx5,KRID,KRID(id):(x0x5)::-:!!0!!KRID(id):(sx0)::-:!!0!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,ref,tagx1,KRID,KRID(id):(x0x1)::-:!!0!!KRID(id):(sx0)::-:!!0!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,id,cx0,KRID,KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,id,x0x5,KRID,KRID(id):(x0x5)::-:!!0!!KRID(id):(sx0)::-:!!0!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,id,d-schema,KRID,KRID(id):(d-schema)::-:!!0!!KRID(id):(a-schema)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-:this is a simpler xtag xsd:-:,
ATN,id,x0x1,KRID,KRID(id):(x0x1)::-:!!0!!KRID(id):(sx0)::-:!!0!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,id,sx0,KRID,KRID(id):(sx0)::-:!!0!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,id,A-tagx0,KRID,KRID(id):(A-tagx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,id,x0,KRID,KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,id,D-tagx0,KRID,KRID(id):(D-tagx0)::-:!!0!!KRID(id):(A-tagx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-:this is the beginning tag:-:,
ATN,id,a-schema,KRID,KRID(id):(a-schema)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,seq,,KRID,KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,seq,,KRID,KRID(id):(d-schema)::-:!!0!!KRID(id):(a-schema)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-:this is a simpler xtag xsd:-:,
ATN,seq,,KRID,KRID(name):(xxschema)::-:!!0!!0:-::-:,
ATN,seq,,KRID,KRID(id):(D-tagx0)::-:!!0!!KRID(id):(A-tagx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-:this is the beginning tag:-:,
ATN,seq,,KRID,KRID(id):(sx0)::-:!!0!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,seq,,KRID,KRID(DeN):(elementname)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-:tagx0:-:,
ATN,seq,,KRID,KRID(id):(a-schema)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,seq,,KRID,KRID(id):(A-tagx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,seq,,KRID,KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,seq,1,KRID,KRID(id):(x0x1)::-:!!0!!KRID(id):(sx0)::-:!!0!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,seq,2,KRID,KRID(id):(x0x5)::-:!!0!!KRID(id):(sx0)::-:!!0!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,parentPosition,13,KRID,KRID(id):(x0x5)::-:!!0!!KRID(id):(sx0)::-:!!0!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,parentPosition,13,KRID,KRID(id):(x0x1)::-:!!0!!KRID(id):(sx0)::-:!!0!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,parentPosition,12,KRID,KRID(id):(sx0)::-:!!0!!KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,parentPosition,0,KRID,KRID(name):(xxschema)::-:!!0!!0:-::-:,
ATN,parentPosition,3,KRID,KRID(id):(d-schema)::-:!!0!!KRID(id):(a-schema)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-:this is a simpler xtag xsd:-:,
ATN,parentPosition,2,KRID,KRID(id):(a-schema)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,parentPosition,2,KRID,KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,parentPosition,7,KRID,KRID(DeN):(elementname)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-:tagx0:-:,
ATN,parentPosition,7,KRID,KRID(id):(A-tagx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,parentPosition,7,KRID,KRID(id):(cx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:,
ATN,parentPosition,8,KRID,KRID(id):(D-tagx0)::-:!!0!!KRID(id):(A-tagx0)::-:!!0!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(id):(x0)::-:!!0!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-::-:!!KRID(name):(xxschema)::-:!!0!!0:-::-:!!0:-:this is the beginning tag:-:,
previousPosition,11,ATN,position,12,
previousPosition,10,ATN,position,11,
previousPosition,13,ATN,position,14,
previousPosition,12,ATN,position,13,
previousPosition,15,ATN,position,16,
previousPosition,14,ATN,position,15,
previousPosition,17,ATN,position,18,
previousPosition,16,ATN,position,17,
previousPosition,19,ATN,position,20,
previousPosition,18,ATN,position,19,
previousPosition,20,ATN,position,21,
previousPosition,1,ATN,position,2,
previousPosition,0,ATN,position,1,
previousPosition,3,ATN,position,4,
previousPosition,2,ATN,position,3,
previousPosition,5,ATN,position,6,
previousPosition,4,ATN,position,5,
previousPosition,7,ATN,position,8,
previousPosition,6,ATN,position,7,
previousPosition,9,ATN,position,10,
previousPosition,8,ATN,position,9,
